-9.972993      0.0176 
-9.931953      0.02108 
-9.890913     -0.01492 
-9.849874     -0.01732 
-9.808833     -4.759999E-03 
-9.767794     -0.01644 
-9.726753     -7.879999E-03 
-9.685714     -5.399998E-03 
-9.644673     -0.00764 
-9.603634     -0.00164 
-9.562593     -3.611999E-02 
-9.521554      0.00212 
-9.480514      0.00716 
-9.439474      1.199999E-04 
-9.398435     -6.840001E-03 
-9.357394     -0.01812 
-9.316355     -0.02396 
-9.275314     -0.01044 
-9.234275     -0.02036 
-9.193234     -0.00612 
-9.152195      0.00516 
-9.111155      0.01036 
-9.070115     -0.00892 
-9.029075     -0.01468 
-8.988035     -0.0102 
-8.946995      0.01476 
-8.905955      0.01196 
-8.864916      9.079999E-03 
-8.823875      0.01964 
-8.782836     -6.760001E-03 
-8.741796      8.760001E-03 
-8.700756      0.01884 
-8.659716      6.759999E-03 
-8.618676     -0.00188 
-8.577636      0.01652 
-8.536596      0.00244 
-8.495556     -0.00676 
-8.454516     -0.02052 
-8.413477     -0.0086 
-8.372437      0.01156 
-8.331397      0.01084 
-8.290357      0.00676 
-8.249317     -1.800001E-03 
-8.208277      0.00172 
-8.167237      0.03012 
-8.126197     -0.01036 
-8.085157     -0.01076 
-8.044117     -0.0026 
-8.003078     -0.00772 
-7.962038     -0.00268 
-7.920998     -0.03996 
-7.880928     -0.01596 
-7.840858      0.00964 
-7.800788     -0.02516 
-7.760718     -0.01668 
-7.720648     -3.599999E-04 
-7.680578     -0.0158 
-7.640508      0.02004 
-7.600438      7.480002E-03 
-7.560368      0.01804 
-7.520298      0.01284 
-7.480228     -0.00404 
-7.440158      0.01028 
-7.400088      0.003 
-7.360019     -0.00228 
-7.319949      0.0334 
-7.279879      0.00116 
-7.239809      0.01988 
-7.199739      0.00252 
-7.159669      0.02268 
-7.119599      0.01308 
-7.079529      0.00604 
-7.039459      0.01252 
-6.999389      0.01492 
-6.959319      0.01284 
-6.91925       0.03388 
-6.879179      0.02604 
-6.839109      0.02204 
-6.799039      0.0154 
-6.75897       0.02892 
-6.7189        0.01636 
-6.67883       0.01868 
-6.63876       0.0298 
-6.59869       3.851999E-02 
-6.55862       0.00772 
-6.51855       0.0054 
-6.47848       0.0182 
-6.43841       0.02156 
-6.39834       0.02444 
-6.35827       0.01876 
-6.3182        0.03196 
-6.278131      0.03652 
-6.23806       0.02316 
-6.19799       0.0146 
-6.15792       0.02164 
-6.117851      0.01956 
-6.077781      0.03508 
-6.037711      0.02764 
-5.997641      0.0218 
-5.957571      0.021 
-5.917501      6.680001E-03 
-5.877271      0.01244 
-5.837041      0.0198 
-5.796811      0.03804 
-5.756581      0.01644 
-5.716351      0.0258 
-5.676121      6.600001E-03 
-5.63589       0.04196 
-5.595661      2.795999E-02 
-5.55543       0.01484 
-5.5152        0.02436 
-5.47497       0.02348 
-5.43474       0.02004 
-5.39451       0.0366 
-5.35428       0.02132 
-5.31405      -9.560001E-03 
-5.27382       0.01884 
-5.23359       0.0262 
-5.19336       0.0326 
-5.15313       0.02292 
-5.1129        0.02348 
-5.07267       0.03652 
-5.03244       0.05508 
-4.992209      0.0338 
-4.95198       0.04412 
-4.911749      0.03972 
-4.871519      0.03148 
-4.831289      0.02964 
-4.791059      0.06004 
-4.750829      0.02524 
-4.710599      0.04572 
-4.670369      0.02652 
-4.630139      0.03844 
-4.589909      0.04484 
-4.549679      0.017 
-4.509449      0.02148 
-4.469219      0.02308 
-4.428988      0.01932 
