-2.004601      0.0344 
-1.996504     -0.04676 
-1.988407      0.04804 
-1.98031       0.02092 
-1.972213     -0.05268 
-1.964116     -0.0062 
-1.956019     -0.0554 
-1.947922      0.06148 
-1.939825     -0.01492 
-1.931728     -0.0442 
-1.923631      0.01372 
-1.915534      0.06076 
-1.907437     -0.01428 
-1.89934       0.04052 
-1.891243      6.059999E-02 
-1.883146      0.04484 
-1.875049     -0.035 
-1.866952     -0.0294 
-1.858855     -4.400002E-04 
-1.850758     -0.02324 
-1.842661      0.02228 
-1.834563      0.04628 
-1.826466      0.04268 
-1.81837       0.01812 
-1.810272     -4.399998E-04 
-1.802175      0.07044 
-1.794078     -0.01948 
-1.785981      0.12468 
-1.777884      0.04652 
-1.769787      0.11012 
-1.76169       7.475999E-02 
-1.753593     -0.03836 
-1.745496     -0.0018 
-1.737399     -0.00668 
-1.729302      8.851999E-02 
-1.721205      0.01732 
-1.713108      5.236001E-02 
-1.705011      0.01372 
-1.696914      0.02396 
-1.688817      4.900001E-02 
-1.68072      -6.900001E-02 
-1.672623     -0.07604 
-1.664526      0.11164 
-1.656429      0.02412 
-1.648332     -0.01916 
-1.640235      1.159999E-03 
-1.632138      0.0654 
-1.624041      0.02204 
-1.615944     -0.04804 
-1.607847      0.0358 
-1.59975       0.117 
-1.59172       0.06988 
-1.58369       0.06596 
-1.57566       0.07956 
-1.56763       2.619999E-02 
-1.5596        0.0438 
-1.55157       0.08012 
-1.54354       7.891999E-02 
-1.53551       0.00948 
-1.52748       0.03908 
-1.51945       0.117 
-1.51142       0.10388 
-1.50339       0.08028 
-1.49536       0.01172 
-1.48733       0.0686 
-1.4793        0.0254 
-1.47127       0.03092 
-1.46324       0.04428 
-1.45521       0.01412 
-1.44718      -0.04284 
-1.43915       0.04252 
-1.43112       0.01996 
-1.42309       2.679998E-03 
-1.41506       7.252001E-02 
-1.40703       0.08724 
-1.399         9.719999E-03 
-1.39097       0.02028 
-1.38294       0.00596 
-1.37491       5.435999E-02 
-1.36688       0.07052 
-1.35885      -2.839999E-03 
-1.35082      -3.036001E-02 
-1.34279      -0.01764 
-1.33476      -0.01388 
-1.32673      -0.06556 
-1.3187       -0.01428 
-1.31067      -0.00484 
-1.30264       0.0074 
-1.29461       0.03916 
-1.28658      -6.299999E-02 
-1.27855      -4.000162E-05 
-1.27052       9.999987E-04 
-1.26249      -0.01036 
-1.25446      -0.05452 
-1.24643       0.0358 
-1.2384        0.02196 
-1.23037       0.04436 
-1.22234       8.279998E-03 
-1.21431      -3.908001E-02 
-1.20628       6.484001E-02 
-1.19825       0.02388 
-1.190153      0.09988 
-1.182056      5.228001E-02 
-1.173959      9.444001E-02 
-1.165862      2.012001E-02 
-1.157765      0.03348 
-1.149668      0.06484 
-1.141571      0.04484 
-1.133474      9.771998E-02 
-1.125377     -7.079999E-03 
-1.11728      -0.01068 
-1.109183      0.0954 
-1.101086      0.01612 
-1.092989     -0.00372 
-1.084892     -0.01604 
-1.076795      0.10396 
-1.068698      0.01692 
-1.060601      0.03892 
-1.052504      0.03324 
-1.044407      0.06564 
-1.03631       7.879998E-03 
-1.028213      0.00252 
-1.020116      0.01452 
-1.012019      0.03804 
